name,asciiname,population
Sonzacate,Sonzacate,15446
Sonsonate,Sonsonate,59468
Sensuntepeque,Sensuntepeque,20386
San Vicente,San Vicente,41504
Santiago de MarÌ_a,Santiago de Maria,15032
Santa Ana,Santa Ana,176661
San Salvador,San Salvador,525990
San Rafael Oriente,San Rafael Oriente,19095
San Miguel,San Miguel,161880
San MartÌ_n,San Martin,39361
San Marcos,San Marcos,54615
San Francisco,San Francisco,16152
Quezaltepeque,Quezaltepeque,28886
Puerto El Triunfo,Puerto El Triunfo,19074
Santa Tecla,Santa Tecla,124694
MetapÌÁn,Metapan,19143
Mejicanos,Mejicanos,160317
La UniÌ_n,La Union,26807
La Libertad,La Libertad,16855
Izalco,Izalco,19197
Ilopango,Ilopango,38890
Delgado,Delgado,71594
Cuscatancingo,Cuscatancingo,44369
Cojutepeque,Cojutepeque,48411
Chalchuapa,Chalchuapa,32282
Chalatenango,Chalatenango,19364
Ayutuxtepeque,Ayutuxtepeque,25426
Apopa,Apopa,112158
Antiguo CuscatlÌÁn,Antiguo Cuscatlan,33767
AhuachapÌÁn,Ahuachapan,34102
Aguilares,Aguilares,21445
Acajutla,Acajutla,22763
Philipsburg,Philipsburg,1400
YabrÇd,Yabrud,40502
¢ayyibat al Im€m,Tayyibat al Imam,29259
Tartouss,Tartouss,89457
Tall Rif‰Û÷at,Tall Rif`at,25658
Tallkalakh,Tallkalakh,29754
Tallb€Çsah,Tallbisah,38491
¢afas,Tafas,31249
Tadmur,Tadmur,51015
T€dif,Tadif,34670
Souran,Souran,30716
Subaykh€n,Subaykhan,25514
Ash Shaykh Misk€Çn,Ash Shaykh Miskin,25920
Sar€qib,Saraqib,34231
Salq€Çn,Salqin,31608
As Salam€Çyah,As Salamiyah,94887
Satita,Satita,27815
Qa£an€,Qatana,18511
J€sim,Jasim,30283
Q€rah,Qarah,20656
Nubl,Nubl,25546
MaÙy€f,Masyaf,32262
Manbij,Manbij,68888
Ma‰Û÷arratmiÙr€Çn,Ma`arratmisrin,32163
Kh€n ShaykhÇn,Khan Shaykhun,48975
Kafr Zayt€,Kafr Zayta,21845
Kafr Takh€r€Çm,Kafr Takharim,22436
Kafranbel,Kafranbel,45652
Kafr L€h€,Kafr Laha,21819
Jisr ash ShughÇr,Jisr ash Shughur,39311
JayrÇd,Jayrud,32352
Jar€bulus,Jarabulus,24997
Jablah,Jablah,65915
‰Û÷Irb€Çn,`Irbin,42474
Inkhil,Inkhil,29076
Idlib,Idlib,128840
Homs,Homs,775404
‡ü¬arast€,Harasta,37348
‡ü¬am€h,Hamah,460602
‡ü¬alf€y€,Halfaya,23403
Aleppo,Aleppo,1602264
Douma,Douma,111864
Damascus,Damascus,1569394
Dayr ‡ü¬€fir,Dayr Hafir,28905
Deir ez-Zor,Deir ez-Zor,242565
Ad Darb€s€Çyah,Ad Darbasiyah,21481
D€rayy€,Darayya,71596
Dar‰Û÷€,Dar'a,97969
Binnish,Binnish,30354
B€niy€s,Baniyas,39066
Az Zabad€n€Ç,Az Zabadani,29549
I‰Û÷z€z,I`zaz,66138
‰Û÷Ayn al ‰Û÷Arab,'Ayn al 'Arab,50000
At Tall,At Tall,55561
Ath Thawrah,Ath Thawrah,87880
As Suwayd€‰Ûª,As Suwayda',59052
AÙ _anamayn,As Sanamayn,25702
As Saf€Çrah,As Safirah,95832
Ar Rastan,Ar Rastan,53152
Ar Raqqah,Ar Raqqah,177636
An Nabk,An Nabk,49372
Al Qu£ayfah,Al Qutayfah,16118
Al QuÙayr,Al Qusayr,41062
Al Qunay£irah,Al Qunaytirah,36143
Al Qaryatayn,Al Qaryatayn,31748
Al May€d€Çn,Al Mayadin,54534
Latakia,Latakia,340181
Al Kiswah,Al Kiswah,23526
Al ‡ü¬asakah,Al Hasakah,81539
Al ‡ü¬ar€k,Al Harak,23784
Al B€b,Al Bab,130745
‰Û÷Afr€Çn,`Afrin,48693
Ad D€n€,Ad Dana,21987
€ÛlbÇ Kam€l,Albu Kamal,57572
Haj€Çn,Hajin,29237
Mbabane,Mbabane,76218
Manzini,Manzini,110537
Lobamba,Lobamba,4557
Cockburn Town,Cockburn Town,3720
Fada,Fada,23786
Am Timan,Am Timan,28885
AbÌ©chÌ©,Abeche,74188
Sarh,Sarh,102528
Pala,Pala,35466
Oum Hadjer,Oum Hadjer,19271
N'Djamena,N'Djamena,721081
Moussoro,Moussoro,15190
Moundou,Moundou,135167
Mongo,Mongo,27763
Mboursou LÌ©rÌ©,Mboursou Lere,17132
Massakory,Massakory,15406
Massaguet,Massaguet,17906
Mao,Mao,18031
LaÌø,Lai,19382
KyabÌ©,Kyabe,16177
Koumra,Koumra,36263
Kelo,Kelo,42533
Dourbali,Dourbali,17682
Doba,Doba,24336
Bongor,Bongor,27770
Bitkine,Bitkine,18495
Benoy,Benoy,15717
Ati,Ati,24074
Port-aux-FranÌ¤ais,Port-aux-Francais,45
Vogan,Vogan,20569
TsÌ©viÌ©,Tsevie,55775
Tchamba,Tchamba,25668
Sotouboua,Sotouboua,21054
SokodÌ©,Sokode,117811
NotsÌ©,Notse,22017
Niamtougou,Niamtougou,23261
SansannÌ©-Mango,Sansanne-Mango,37748
LomÌ©,Lome,749700
KpalimÌ©,Kpalime,75084
Kara,Kara,104207
Dapaong,Dapaong,33324
Bassar,Bassar,61845
Bafilo,Bafilo,22543
Badou,Badou,24000
AtakpamÌ©,Atakpame,80683
AnÌ©ho,Aneho,47579
Ban Talat Yai,Ban Talat Yai,52192
Ban Talat Nua,Ban Talat Nua,23381
Sam Roi Yot,Sam Roi Yot,19709
Phetchaburi,Phetchaburi,46601
Trang,Trang,66713
Thung Song,Thung Song,28223
Thoen,Thoen,18459
Thap Than,Thap Than,16615
Tha Muang,Tha Muang,26746
Tha Maka,Tha Maka,52907
Tak,Tak,24149
Surat Thani,Surat Thani,127201
Sukhothai,Sukhothai,37000
Si Satchanalai,Si Satchanalai,25942
Sawankhalok,Sawankhalok,19805
San Pa Tong,San Pa Tong,17773
San Kamphaeng,San Kamphaeng,32950
Ron Phibun,Ron Phibun,26621
Ratchaburi,Ratchaburi,92448
Ranong,Ranong,24561
Pran Buri,Pran Buri,47293
Prachuap Khiri Khan,Prachuap Khiri Khan,33521
Tha Kham,Tha Kham,25810
Phuket,Phuket,89072
Photharam,Photharam,36248
Phayao,Phayao,21058
Pa Sang,Pa Sang,15607
Nakhon Si Thammarat,Nakhon Si Thammarat,120836
Mae Sot,Mae Sot,44563
Mae Sai,Mae Sai,27520
Mae Ramat,Mae Ramat,17316
Mae Chan,Mae Chan,37672
Lat Yao,Lat Yao,17506
Lang Suan,Lang Suan,16142
Lamphun,Lamphun,43196
Lampang,Lampang,156139
Kui Buri,Kui Buri,19046
Krabi,Krabi,31219
Khao Yoi,Khao Yoi,18506
Khanu Woralaksaburi,Khanu Woralaksaburi,21889
Kathu,Kathu,34835
Kanchanaburi,Kanchanaburi,63699
Kamphaeng Phet,Kamphaeng Phet,58787
Huai Yot,Huai Yot,16586
Hua Hin,Hua Hin,50456
Hang Dong,Hang Dong,17931
Dok Kham Tai,Dok Kham Tai,23824
Damnoen Saduak,Damnoen Saduak,23296
Chumphon,Chumphon,55835
Chom Bueng,Chom Bueng,15143
Chiang Rai,Chiang Rai,78756
Chiang Mai,Chiang Mai,200952
Cha-am,Cha-am,49375
Bo Phloi,Bo Phloi,16786
Ban Tak,Ban Tak,18384
Ko Samui,Ko Samui,50000
Ban Pong,Ban Pong,57559
Ban Na San,Ban Na San,21900
Ban Na,Ban Na,40174
Bang Saphan,Bang Saphan,15134
Bang Phae,Bang Phae,29548
Nong Kung Si,Nong Kung Si,17001
Ban Nong Wua So,Ban Nong Wua So,21722
Ban Mai,Ban Mai,86899
Ban Huai Thalaeng,Ban Huai Thalaeng,15352
Ban Khlong Bang Sao Thong,Ban Khlong Bang Sao Thong,31153
Na Klang,Na Klang,31024
Yasothon,Yasothon,21643
Yaring,Yaring,31111
Yala,Yala,93558
Wiset Chaichan,Wiset Chaichan,19129
Wichian Buri,Wichian Buri,39272
Warin Chamrap,Warin Chamrap,43102
Wang Saphung,Wang Saphung,15747
Wang Noi,Wang Noi,15865
Wang Nam Yen,Wang Nam Yen,16299
Uttaradit,Uttaradit,58313
Uthai Thani,Uthai Thani,22219
Udon Thani,Udon Thani,247231
Ubon Ratchathani,Ubon Ratchathani,122533
Trat,Trat,21590
Tha Yang,Tha Yang,42602
Tha Ruea,Tha Ruea,19116
Thap Khlo,Thap Khlo,15528
Tha Mai,Tha Mai,22445
Tha Bo,Tha Bo,35292
Taphan Hin,Taphan Hin,21895
Tak Bai,Tak Bai,17241
Surin,Surin,46673
Suphan Buri,Suphan Buri,53399
Su-ngai Kolok,Su-ngai Kolok,42776
Songkhla,Songkhla,84264
Si Sa Ket,Si Sa Ket,44751
Si Racha,Si Racha,178916
Sing Buri,Sing Buri,20046
Seka,Seka,16493
Sawang Daen Din,Sawang Daen Din,16825
Satun,Satun,34544
Sattahip,Sattahip,65444
Saraburi,Saraburi,67763
Samut Songkhram,Samut Songkhram,35065
Samut Sakhon,Samut Sakhon,63498
Samut Prakan,Samut Prakan,388920
Sam Phran,Sam Phran,37115
Sakon Nakhon,Sakon Nakhon,76237
Sa Kaeo,Sa Kaeo,28497
Sadao,Sadao,46236
Roi Et,Roi Et,39328
Rayong,Rayong,106737
Ranot,Ranot,19780
Ra-ngae,Ra-ngae,16862
Prakhon Chai,Prakhon Chai,15564
Prachin Buri,Prachin Buri,32600
Phu Kradueng,Phu Kradueng,16079
Phu Khiao,Phu Khiao,17122
Phra Pradaeng,Phra Pradaeng,171333
Phra Phutthabat,Phra Phutthabat,57008
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,81962
Phrae,Phrae,38538
Phon Charoen,Phon Charoen,15208
Phitsanulok,Phitsanulok,103427
Phichit,Phichit,35760
Phibun Mangsahan,Phibun Mangsahan,19883
Phetchabun,Phetchabun,50656
Phatthalung,Phatthalung,43522
Phan Thong,Phan Thong,18708
Phanom Sarakham,Phanom Sarakham,16057
Phanat Nikhom,Phanat Nikhom,21924
Phak Hai,Phak Hai,19386
Pattani,Pattani,43690
Pathum Thani,Pathum Thani,24547
Pak Phanang,Pak Phanang,25014
Pak Kret,Pak Kret,182926
Pak Chong,Pak Chong,48999
Mueang Nonthaburi,Mueang Nonthaburi,291555
Non Sung,Non Sung,18399
Nong Phai,Nong Phai,27756
Nong Khai,Nong Khai,63609
Nong Khae,Nong Khae,41067
Nong Bua Lamphu,Nong Bua Lamphu,34401
Narathiwat,Narathiwat,47771
Nang Rong,Nang Rong,21961
Nan,Nan,24670
Nam Som,Nam Som,19324
Nakhon Sawan,Nakhon Sawan,91802
Nakhon Ratchasima,Nakhon Ratchasima,208781
Nakhon Phanom,Nakhon Phanom,34595
Nakhon Pathom,Nakhon Pathom,117927
Nakhon Nayok,Nakhon Nayok,21309
Nakhon Luang,Nakhon Luang,15008
Mukdahan,Mukdahan,40480
Maha Sarakham,Maha Sarakham,51584
Lop Buri,Lop Buri,57761
Lom Sak,Lom Sak,17309
Loei,Loei,35273
Laem Sing,Laem Sing,16066
Kut Chap,Kut Chap,24696
Kuchinarai,Kuchinarai,20532
Bangkok,Bangkok,5104476
Krathum Baen,Krathum Baen,72819
Klaeng,Klaeng,55619
Khon Kaen,Khon Kaen,147579
Khon Buri,Khon Buri,18596
Khlong Luang,Khlong Luang,118551
Khao Wong,Khao Wong,15184
Kaset Wisai,Kaset Wisai,18569
Kaset Sombun,Kaset Sombun,16996
Kantharalak,Kantharalak,36621
Kamalasai,Kamalasai,23393
Kalasin,Kalasin,55102
Kaeng Khoi,Kaeng Khoi,30332
Kaeng Khro,Kaeng Khro,29056
Kabin Buri,Kabin Buri,20212
Hat Yai,Hat Yai,191696
Det Udom,Det Udom,35669
Den Chai,Den Chai,17019
Dan Khun Thot,Dan Khun Thot,15580
Chum Phae,Chum Phae,46335
Chon Daen,Chon Daen,17567
Chon Buri,Chon Buri,219164
Chok Chai,Chok Chai,23337
Chanthaburi,Chanthaburi,99819
Chaiyaphum,Chaiyaphum,58350
Chai Nat,Chai Nat,15469
Chai Badan,Chai Badan,25196
Chachoengsao,Chachoengsao,49741
Buri Ram,Buri Ram,28283
Bua Yai,Bua Yai,16832
Betong,Betong,29604
Ban Selaphum,Ban Selaphum,17412
Ban Phe,Ban Phe,17414
Phatthaya,Phatthaya,97296
Ban Phan Don,Ban Phan Don,29211
Ban Phai,Ban Phai,35583
Ban Phaeo,Ban Phaeo,41904
Ban Mo,Ban Mo,15959
Ban Lam Luk Ka,Ban Lam Luk Ka,60700
Bang Rakam,Bang Rakam,16841
Bang Racham,Bang Racham,15313
Bang Pakong,Bang Pakong,25620
Bang Pa-in,Bang Pa-in,20484
Bang Mun Nak,Bang Mun Nak,15616
Bang Len,Bang Len,17914
Bang Lamung,Bang Lamung,39620
Bang Kruai,Bang Kruai,78305
Bang Krathum,Bang Krathum,18874
Bang Bua Thong,Bang Bua Thong,41567
Bang Ban,Bang Ban,16588
Ban Dung,Ban Dung,19479
Ban Chang,Ban Chang,28204
Ban Bueng,Ban Bueng,23509
Ban Talat Bueng,Ban Talat Bueng,26113
Ban Bang Kadi Pathum Thani,Ban Bang Kadi Pathum Thani,27911
Bang Bo District,Bang Bo District,28376
Aranyaprathet,Aranyaprathet,20236
Amnat Charoen,Amnat Charoen,34769
Amphoe Sikhiu,Amphoe Sikhiu,28681
Wichit,Wichit,38701
Ban Chalong,Ban Chalong,18072
Ban Ratsada,Ban Ratsada,33534
Yovon,Yovon,17471
Vose‰Ûª,Vose',21736
Vakhsh,Vakhsh,15215
Istaravshan,Istaravshan,52851
Tursunzoda,Tursunzoda,37995
Q_rghonteppa,Qurghonteppa,65000
Panjakent,Panjakent,35085
Farkhor,Farkhor,21736
Vahdat,Vahdat,45693
Norak,Norak,18122
K_lob,Kulob,78786
Kolkhozobod,Kolkhozobod,18476
Khorugh,Khorugh,30000
Ishqoshim,Ishqoshim,26000
Hisor,Hisor,23978
Dushanbe,Dushanbe,679400
Danghara,Danghara,22824
Chubek,Chubek,19563
Boshkengash,Boshkengash,23696
Proletar,Proletar,16441
Kh_jand,Khujand,144865
Konibodom,Konibodom,50359
Isfara,Isfara,37738
Chkalov,Chkalov,21537
Moskovskiy,Moskovskiy,22100
Suai,Suai,21539
Maubara,Maubara,16300
Maliana,Maliana,22000
Liquica,Liquica,19000
Dili,Dili,150000
Baucau,Baucau,16000
Aileu,Aileu,17356
Same,Same,25000
Lospalos,Lospalos,17186
Venilale,Venilale,16000
Balkanabat,Balkanabat,87822
Kaka,Kaka,18545
Gumdag,Gumdag,24312
Gazanjyk,Gazanjyk,21090
Abadan,Abadan,39481
Baharly,Baharly,22991
Ashgabat,Ashgabat,727700
Annau,Annau,27526
Yylanly,Yylanly,26901
Tagta,Tagta,16635
TÌ_rkmenbaÙy,Turkmenbasy,68292
KÌ¦neÌ_rgench,Koeneuergench,30000
Boldumsaz,Boldumsaz,21159
DaÙoguz,Dasoguz,166500
YolÌ¦ten,Yoloeten,37705
Tejen,Tejen,67294
Seydi,Seydi,17762
SaÌ_at,Sayat,17762
Mary,Mary,114680
Atamyrat,Atamyrat,33242
Gowurdak,Gowurdak,34745
TÌ_rkmenabat,Turkmenabat,234817
Bayramaly,Bayramaly,75797
Gazojak,Gazojak,21021
Zaghouan,Zaghouan,16911
Oued Lill,Oued Lill,47101
Tunis,Tunis,693210
Tozeur,Tozeur,34943
Tataouine,Tataouine,62577
Thala,Thala,16068
Takelsa,Takelsa,20659
Tajerouine,Tajerouine,18909
Sousse,Sousse,164123
Siliana,Siliana,26960
Sidi Bouzid,Sidi Bouzid,42098
Skanes,Skanes,64222
Sfax,Sfax,277278
La Sebala du Mornag,La Sebala du Mornag,33421
RadÌ¬s,Rades,44298
Ksour Essaf,Ksour Essaf,27936
Korba,Korba,33589
KÌ©libia,Kelibia,43209
Kebili,Kebili,19875
Ksar Hellal,Ksar Hellal,39792
Carthage,Carthage,15922
El Fahs,El Fahs,18083
Galaat el Andeless,Galaat el Andeless,15313
Gafsa,Gafsa,81232
GabÌ¬s,Gabes,110075
Nefta,Nefta,21720
Nabeul,Nabeul,56387
Midoun,Midoun,120000
Mateur,Mateur,31005
Msaken,Msaken,64563
Menzel Jemil,Menzel Jemil,21542
Mennzel Bou Zelfa,Mennzel Bou Zelfa,16231
Menzel Bourguiba,Menzel Bourguiba,46245
Menzel Abderhaman,Menzel Abderhaman,15769
Manouba,Manouba,24948
Medjez el Bab,Medjez el Bab,20118
Medenine,Medenine,61705
Jendouba,Jendouba,51408
Zarzis,Zarzis,79316
Djemmal,Djemmal,39990
Houmt Souk,Houmt Souk,62583
Hammam Sousse,Hammam Sousse,33834
Hammam-Lif,Hammam-Lif,47760
La Goulette,La Goulette,79795
Douz,Douz,28127
Douar Tindja,Douar Tindja,18551
Dar Chabanne,Dar Chabanne,33953
Ben Arous,Ben Arous,74932
Bizerte,Bizerte,115268
Beni Khiar,Beni Khiar,18011
BÌ©ja,Beja,57233
Zouila,Zouila,44349
Chebba,Chebba,21559
Ariana,Ariana,97687
Ar Rudayyif,Ar Rudayyif,30048
Ouardenine,Ouardenine,18287
Kairouan,Kairouan,119794
Kasserine,Kasserine,81987
Gremda,Gremda,33744
Monastir,Monastir,71546
La Mohammedia,La Mohammedia,66593
Metlaoui,Metlaoui,41899
Al MarsÌÁ,Al Marsa,65640
Mahdia,Mahdia,45977
El Kef,El Kef,47979
El Jem,El Jem,20029
Hammamet,Hammamet,53733
El Hamma,El Hamma,62000
Bekalta,Bekalta,15937
El Alia,El Alia,16083
Akouda,Akouda,20027
Douane,Douane,60192
Nuku‰Û÷alofa,Nuku'alofa,22400
YÌ_ksekova,Yuksekova,71729
Yozgat,Yozgat,87881
YeÙilli,Yesilli,32072
Erzin,Erzin,26316
YerkÌ¦y,Yerkoy,35294
Didim,Didim,26000
Yata€Ùan,Yatagan,19020
YalvaÌ¤,Yalvac,39145
Yahyal€±,Yahyali,25019
ViranÙehir,Viransehir,154163
Varto,Varto,18691
Van,Van,371713
Cimin,Cimin,39591
UÙak,Usak,152862
Urla,Urla,45199
ÌÏrgÌ_p,UErguep,16642
_anl€±urfa,Sanliurfa,449549
Turgutlu,Turgutlu,103292
Tunceli,Tunceli,29062
Torbal€±,Torbali,50303
Tire,Tire,47220
Tekirova,Tekirova,20000
TavÙanl€±,Tavsanli,52182
Tatvan,Tatvan,73222
Tarsus,Tarsus,256482
Talas,Talas,36890
Susurluk,Susurluk,24816
SuruÌ¤,Suruc,46694
Sorgun,Sorgun,62862
Soma,Soma,65934
Solhan,Solhan,15303
SÌ¦ke,Soeke,68230
Siverek,Siverek,175341
Sivas,Sivas,264022
_€±rnak,Sirnak,52743
Simav,Simav,34909
Silvan,Silvan,65956
Silopi,Silopi,74798
Silifke,Silifke,75315
Siirt,Siirt,114034
SeydiÙehir,Seydisehir,51089
Serinyol,Serinyol,16753
Serik,Serik,36925
_ereflikoÌ¤hisar,Sereflikochisar,44101
Senirkent,Senirkent,15919
_emdinli,Semdinli,18978
SelÌ¤uk,Selcuk,29101
Seferihisar,Seferihisar,19596
_ark€±Ùla,Sarkisla,23800
_arkÌ¨karaa€ÙaÌ¤,Sarkikaraagac,32771
SaraykÌ¦y,Saraykoy,18937
Sand€±kl€±,Sandikli,42981
Salihli,Salihli,88906
Reyhanl€±,Reyhanli,56995
Polatl€±,Polatli,93262
Pazarc€±k,Pazarcik,23850
Patnos,Patnos,87451
Pasinler,Pasinler,24553
Osmaniye,Osmaniye,202837
OrtakÌ¦y,Ortakoy,31144
Ortaca,Ortaca,19741
ÌĞdemiÙ,OEdemis,67153
Nusaybin,Nusaybin,88977
Nizip,Nizip,82308
Ni€Ùde,Nigde,91039
NevÙehir,Nevsehir,75527
Nazilli,Nazilli,119370
Mut,Mut,49397
MuÙ,Mus,82536
Mu€Ùla,Mugla,48183
Mucur,Mucur,16522
Milas,Milas,43193
Midyat,Midyat,76268
Mercin,Mercin,537842
Menemen,Menemen,53489
Marmaris,Marmaris,33731
Mardin,Mardin,71373
Manisa,Manisa,243971
Manavgat,Manavgat,99254
Malazgirt,Malazgirt,26108
Malatya,Malatya,441805
Mahmutlar,Mahmutlar,24227
Lice,Lice,16336
KÌ_tahya,Kutahya,185008
KuÙadas€±,Kusadasi,63177
Kurtalan,Kurtalan,32114
Beykonak,Beykonak,30339
Kulu,Kulu,47037
Kulp,Kulp,26569
Kula,Kula,31100
Kozluk,Kozluk,29502
Kozan,Kozan,88115
Kovanc€±lar,Kovancilar,22976
Korkuteli,Korkuteli,20465
Konya,Konya,875530
K€±z€±ltepe,Kiziltepe,150174
Serinhisar,Serinhisar,17169
K€±rÙehir,Kirsehir,94336
K€±rka€ÙaÌ¤,Kirkagac,27053
K€±r€±kkale,Kirikkale,211138
K€±r€±khan,Kirikhan,60916
Kilis,Kilis,82301
Keskin,Keskin,49679
Kemer,Kemer,17300
KemalpaÙa,Kemalpasa,30411
Kayseri,Kayseri,592840
Karap€±nar,Karapinar,49509
Karaman,Karaman,120399
A€Ùr€±,Agri,92022
KarakoÌ¤an,Karakocan,29735
KaraÌ¤oban,Karacoban,20467
Kaman,Kaman,28605
KÌ¢hta,Kahta,73105
KahramanmaraÙ,Kahramanmaras,376045
Kadirli,Kadirli,70248
Kad€±nhan€±,Kadinhani,15301
€¡zmir,Izmir,2500603
Isparta,Isparta,75721
€¡dil,Idil,22960
Hizan,Hizan,15302
H€±n€±s,Hinis,35472
Hilvan,Hilvan,16990
Hadim,Hadim,20110
Hac€±lar,Hacilar,21167
GÌ_roymak,Guroymak,25826
GÌ¦lbaÙ€±,Golbasi,28078
GÌ¦ksun,Goksun,34243
GenÌ¤,Genc,22493
Gemerek,Gemerek,16916
Gediz,Gediz,22058
GazipaÙa,Gazipasa,18371
Gaziantep,Gaziantep,1065975
FoÌ¤a,Foca,15189
Fethiye,Fethiye,60437
Ezine,Ezine,15677
EskiÙehir,Eskisehir,514869
Erzurum,Erzurum,420691
Erzincan,Erzincan,114027
Ermenek,Ermenek,16986
Ergani,Ergani,52684
Ere€Ùli,Eregli,92117
Erdemli,Erdemli,46570
ErciÙ,Ercis,91915
Emirda€Ù,Emirdag,20063
Emet,Emet,23812
Elmal€±,Elmali,16587
Elmada€Ù,Elmadag,25394
EleÙkirt,Eleskirt,18769
Elbistan,Elbistan,80456
Elaz€±€Ù,Elazig,298004
E€Ùirdir,Egirdir,17228
Edremit,Edremit,40777
Dursunbey,Dursunbey,17532
DÌ¦rtyol,Dortyol,56513
Do€Ùubayaz€±t,Dogubayazit,70171
Diyarbak€±r,Diyarbakir,644763
Diyadin,Diyadin,18172
Dinar,Dinar,35359
Develi,Develi,35868
Denizli,Denizli,313238
Demirci,Demirci,21378
DargeÌ¤it,Dargecit,20793
Darende,Darende,20388
Ìàumra,Cumra,45657
Menderes,Menderes,21965
Hakkari,Hakkari,77699
Cizre,Cizre,80992
Ìàine,Cine,21327
Ceylanp€±nar,Ceylanpinar,31488
Ceyhan,Ceyhan,96303
ÌàeÙme,Cesme,21316
Ìàermik,Cermik,20975
Ìàay,Cay,34215
Ìàa€Ùlayancerit,Caglayancerit,15530
Burhaniye,Burhaniye,38083
Burdur,Burdur,66158
Bulan€±k,Bulanik,31430
Bucak,Bucak,29234
Bozyaz€±,Bozyazi,28456
BozÌ_yÌ_k,Bozuyuk,55365
Bozova,Bozova,21502
Bor,Bor,32435
Bolvadin,Bolvadin,55870
Bodrum,Bodrum,39317
Bitlis,Bitlis,46111
Bismil,Bismil,74493
Birecik,Birecik,44284
BingÌ¦l,Bingol,80568
BigadiÌ¤,Bigadic,15242
BeyÙehir,Beysehir,44460
Besni,Besni,41892
Bergama,Bergama,57200
Belen,Belen,20113
Belek,Belek,73260
Bay€±nd€±r,Bayindir,16850
Batman,Batman,381990
Baskil,Baskil,15922
Banaz,Banaz,17080
Bal€±kesir,Balikesir,238151
BahÌ¤e,Bahce,19566
Ayval€±k,Ayvalik,35193
Ayd€±n,Aydin,163022
AÙkale,Askale,15462
Antalya,Antalya,758188
Antakya,Antakya,210000
Ankara,Ankara,3517182
Anamur,Anamur,57128
Alia€Ùa,Aliaga,44883
AlaÙehir,Alasehir,48147
Alanya,Alanya,112969
AkÙehir,Aksehir,64446
Aksaray,Aksaray,152201
Akhisar,Akhisar,84659
Akda€Ùmadeni,Akdagmadeni,23048
AkÌ¤akale,Akcakale,32114
Ahlat,Ahlat,64695
Afyonkarahisar,Afyonkarahisar,146136
AfÙin,Afsin,39613
Ad€±yaman,Adiyaman,223744
Adilcevaz,Adilcevaz,52781
Adana,Adana,1248988
Denizciler,Denizciler,17495
Batikent,Batikent,300000
Dalaman,Dalaman,19292
Zonguldak,Zonguldak,100229
Zile,Zile,55680
Zeytinburnu,Zeytinburnu,288743
Yomra,Yomra,19770
YeniÙehir,Yenisehir,28656
KÌ¦rfez,Korfez,90580
Yalova,Yalova,71289
Yakuplu,Yakuplu,28811
VezirkÌ¦prÌ_,Vezirkopru,25155
Vakf€±kebir,Vakfikebir,37728
UzunkÌ¦prÌ_,Uzunkoeprue,36470
ÌÏskÌ_dar,UEskuedar,582666
ÌÏnye,UEnye,77585
Umraniye,Umraniye,573265
Turhal,Turhal,110884
Trabzon,Trabzon,244083
Tosya,Tosya,24013
Tokat,Tokat,129702
Tirebolu,Tirebolu,17124
Terme,Terme,28397
Tepecik,Tepecik,21699
TekkekÌ¦y,Tekkekoy,17226
Tekirda€Ù,Tekirdag,122287
TaÙova,Tasova,19253
TaÙkÌ¦prÌ_,Taskopru,17491
SuÙehri,Susehri,25820
SÌ_rmene,Surmene,20039
Sungurlu,Sungurlu,37526
Suluova,Suluova,47572
_iÙli,Sisli,314684
Sinop,Sinop,34834
Silivri,Silivri,53167
_ebin Karahisar,Sebin Karahisar,47360
Sar€±kam€±Ù,Sarikamis,23665
Sapanca,Sapanca,25224
Samsun,Samsun,394050
Safranbolu,Safranbolu,35242
Rize,Rize,92772
Osmaneli,Osmaneli,15708
Osmanc€±k,Osmancik,36443
Orhangazi,Orhangazi,51792
Ordu,Ordu,116788
Oltu,Oltu,23504
Of,Of,31951
Niksar,Niksar,49865
Nall€±han,Nallihan,19106
MustafakemalpaÙa,Mustafakemalpasa,101412
Mudanya,Mudanya,23161
Mimarsinan,Mimarsinan,31002
Merzifon,Merzifon,50658
Maltepe,Maltepe,427040
Malkara,Malkara,27427
LÌ_leburgaz,Luleburgaz,90899
Kumru,Kumru,32174
Korgan,Korgan,16733
Kocaali,Kocaali,15076
K€±z€±lcahamam,Kizilcahamam,17975
K€±rklareli,Kirklareli,58223
Kestel,Kestel,36185
KeÙan,Kesan,44644
Kelkit,Kelkit,23870
Kazan,Kazan,23889
Kavakl€±,Kavakli,50502
Kastamonu,Kastamonu,70402
Kars,Kars,77486
Karasu,Karasu,39508
KaramÌ_rsel,Karamursel,30525
Karacabey,Karacabey,44256
KarabÌ_k,Karabuk,97481
Ka€Ù€±zman,Kagizman,25157
€¡znik,Iznik,22230
€¡zmit,Izmit,196571
Istanbul,Istanbul,14804116
€¡skilip,Iskilip,19829
€¡negol,Inegol,133959
Horasan,Horasan,17067
Hopa,Hopa,17519
Hendek,Hendek,35257
Hayrabolu,Hayrabolu,19793
Havza,Havza,21500
GÌ_rsu,Gursu,24510
GÌ_rp€±nar,Gurpinar,29411
GÌ_rgentepe,Gurgentepe,18771
Gumushkhane,Gumushkhane,32250
GÌ¦rele,Gorele,30381
GÌ¦nen,Gonen,40763
GÌ¦lcÌ_k,Goelcuek,56189
Giresun,Giresun,98864
Geyve,Geyve,20199
Gerede,Gerede,28582
Gemlik,Gemlik,71063
Gelibolu,Gelibolu,25178
Gebze,Gebze,281436
